date,month,year,plantingtype,field,species,number,location,tube,lifestage,stems,height_cm,rodentdamage,id,protected,death,browse,,
7/23/2024,July,2024,Staked,GP1,discolor,544,1-38,No,leaves,0,69,rodent,5441-38,,,,,
7/23/2024,July,2024,Staked,GP1,discolor,545,2-49,No,leaves,0,64,rodent,5452-49,,,,,
7/23/2024,July,2024,Staked,GP1,purpurea,546,1-10,No,leaves,0,57,rodent,5461-10,,died,,,
7/23/2024,July,2024,Staked,GP1,purpurea,547,1-25,No,leaves,1,98,none,5471-25,,,,,
7/23/2024,July,2024,Staked,GP1,purpurea,548,2-32,No,leaves,0,101,rodent,5482-32,,,,,
7/23/2024,July,2024,Staked,GP1,purpurea,549,1-37,No,leaves,1,87,rodent,5491-37,,,,,
7/23/2024,July,2024,Staked,GP1,purpurea,550,2-52,No,leaves,2,107,rodent,5502-52,,,,,
7/23/2024,July,2024,Staked,GP1,lucida,551,2-18,No,leaves,0,64,rodent,5512-18,,died,,,
7/23/2024,July,2024,Staked,GP1,lucida,552,3-34,Yes,leaves,0,62,none,5523-34,,,,,
7/23/2024,July,2024,Staked,GP1,lucida,553,1-41,No,leaves,4,92,none,5531-41,,,,,
7/23/2024,July,2024,Staked,GP1,lucida,554,2-46,No,leaves,1,95,none,5542-46,,,,,
7/23/2024,July,2024,Staked,GP1,lucida,555,1-53,No,leaves,0,83,none,5551-53,,,,,
7/23/2024,July,2024,Staked,GP1,sericea,556,3-18,Yes,leaves,0,73,none,5563-18,,,,,
7/23/2024,July,2024,Staked,GP1,sericea,557,2-32,No,leaves,2,95,rodent,5572-32,,,,,
7/23/2024,July,2024,Staked,GP1,sericea,558,3-42,Yes,leaves,1,77,none,5583-42,,died,,,
7/23/2024,July,2024,Staked,GP1,sericea,559,2-50,No,leaves,1,116,none,5592-50,,,,,
7/23/2024,July,2024,Staked,GP1,sericea,560,3-54,Yes,leaves,1,67,none,5603-54,,,,,
7/23/2024,July,2024,Staked,GP2,sericea,561,2-8,No,leaves,1,80,none,5612-8,,,,,
7/23/2024,July,2024,Staked,GP2,sericea,562,1-12,No,leaves,0,84,rodent,5621-12,,,,,
7/23/2024,July,2024,Staked,GP2,sericea,563,2-29,No,leaves,3,112,none,5632-29,,,,,
7/23/2024,July,2024,Staked,GP2,sericea,564,1-39,No,leaves,3,120,none,5641-39,,,,,
7/23/2024,July,2024,Staked,GP2,sericea,565,3-43,Yes,leaves,1,86,none,5653-43,,,,,
7/23/2024,July,2024,Staked,GP2,lucida,566,2-6,No,leaves,1,81,none,5662-6,,,,,
7/23/2024,July,2024,Staked,GP2,lucida,567,3-16,Yes,leaves,3,113,none,5673-16,,,,,
7/23/2024,July,2024,Staked,GP2,lucida,568,3-27,Yes,leaves,2,95,none,5683-27,,,,,
7/23/2024,July,2024,Staked,GP2,lucida,569,2-30,No,leaves,1,66,rodent,5692-30,,,,,
7/23/2024,July,2024,Staked,GP2,lucida,570,3-49,Yes,leaves,0,58,none,5703-49,,,,,
7/23/2024,July,2024,Staked,GP2,purpurea,571,1-11,No,leaves,0,94,none,5711-11,,,,,
7/23/2024,July,2024,Staked,GP2,purpurea,572,3-15,Yes,leaves,0,120,none,5723-15,,,,,
7/23/2024,July,2024,Staked,GP2,purpurea,573,2-22,No,leaves,2,108,none,5732-22,,,,,
7/23/2024,July,2024,Staked,GP2,purpurea,574,2-55,No,leaves,0,98,none,5742-55,,,,,
7/23/2024,July,2024,Staked,GP2,purpurea,575,3-55,Yes,leaves,1,141,none,5753-55,,,,,
7/23/2024,July,2024,Staked,GP2,discolor,576,1-10,No,leaves,0,53,none,5761-10,,,,,
7/23/2024,July,2024,Staked,GP2,discolor,577,3-14,Yes,leaves,0,92,none,5773-14,,,,,
7/23/2024,July,2024,Staked,GP2,discolor,578,2-27,No,leaves,1,99,none,5782-27,,,,,
7/23/2024,July,2024,Staked,GP2,discolor,579,2-47,No,leaves,1,78,rodent,5792-47,,,,,
7/23/2024,July,2024,Staked,GP2,discolor,580,2-55,No,leaves,1,72,none,5802-55,,,,,
7/17/2024,July,2024,Rooted,Underhill,lucida,581,1-3,Yes,leaves,1,82,none,5811-3,,,,,
7/17/2024,July,2024,Rooted,Underhill,lucida,582,2-6,No,leaves,1,80,none,5822-6,,,,,
7/17/2024,July,2024,Rooted,Underhill,lucida,583,3-12,No,leaves,1,92,none,5833-12,,,,,
7/17/2024,July,2024,Rooted,Underhill,lucida,584,1-17,No,leaves,0,43,none,5841-17,,,,,
7/17/2024,July,2024,Rooted,Underhill,lucida,585,2-25,No,leaves,3,95,none,5852-25,,,,,
7/17/2024,July,2024,Rooted,Underhill,discolor,586,3-4,No,leaves,0,78,none,5863-4,,,,,
7/17/2024,July,2024,Rooted,Underhill,discolor,587,1-8,No,leaves,0,60,none,5871-8,,,,,
7/17/2024,July,2024,Rooted,Underhill,discolor,588,2-10,No,leaves,0,45,none,5882-10,,,,,
7/17/2024,July,2024,Rooted,Underhill,discolor,589,2-19,Yes,leaves,1,71,none,5892-19,,,,,
7/17/2024,July,2024,Rooted,Underhill,discolor,590,3-24,No,leaves,2,72,none,5903-24,,,,,
7/17/2024,July,2024,Rooted,Underhill,purpurea,591,1-3,No,leaves,1,79,none,5911-3,,,,,
7/17/2024,July,2024,Rooted,Underhill,purpurea,592,2-6,No,leaves,2,94,none,5922-6,,,,,
7/17/2024,July,2024,Rooted,Underhill,purpurea,593,1-9,Yes,leaves,2,84,none,5931-9,,,,,
7/17/2024,July,2024,Rooted,Underhill,purpurea,594,3-15,No,leaves,1,94,none,5943-15,,,,,
7/17/2024,July,2024,Rooted,Underhill,purpurea,595,2-25,No,leaves,2,86,none,5952-25,,,,,
7/17/2024,July,2024,Rooted,Underhill,sericea,596,1-3,No,leaves,2,79,none,5961-3,,,,,
7/17/2024,July,2024,Rooted,Underhill,sericea,597,2-7,No,leaves,1,98,none,5972-7,,,,,
7/17/2024,July,2024,Rooted,Underhill,sericea,598,3-14,No,leaves,1,47,none,5983-14,,,,,
7/17/2024,July,2024,Rooted,Underhill,sericea,599,2-18,No,leaves,1,50,none,5992-18,,,,,
7/17/2024,July,2024,Rooted,Underhill,sericea,600,3-30,Yes,leaves,0,77,none,6003-30,,,,,
7/17/2024,July,2024,Rooted,Barberry,purpurea,602,2-2,N/A,leaves,3,79,none,6022-2,,,,,
7/17/2024,July,2024,Rooted,Barberry,purpurea,603,3-5,N/A,leaves,3,96,none,6033-5,,,,,
7/17/2024,July,2024,Rooted,Barberry,purpurea,604,1-9,N/A,leaves,5,98,none,6041-9,,,,,
7/17/2024,July,2024,Rooted,Barberry,purpurea,605,2-17,N/A,leaves,3,119,none,6052-17,,,,,
7/17/2024,July,2024,Rooted,Barberry,purpurea,606,3-24,N/A,leaves,4,127,none,6063-24,,,,,
7/17/2024,July,2024,Rooted,Barberry,sericea,607,1-1,N/A,leaves,3,79,rodent,6071-1,,,,,
7/17/2024,July,2024,Rooted,Barberry,sericea,608,2-8,N/A,leaves,2,63,none,6082-8,,,,,
7/17/2024,July,2024,Rooted,Barberry,sericea,609,3-11,N/A,leaves,3,79,none,6093-11,,,,,
7/17/2024,July,2024,Rooted,Barberry,sericea,610,2-19,N/A,leaves,1,101,none,6102-19,,,,,
7/17/2024,July,2024,Rooted,Barberry,sericea,611,3-26,N/A,leaves,3,56,none,6113-26,,,,,
7/17/2024,July,2024,Rooted,Barberry,lucida,612,3-3,N/A,leaves,5,98,none,6123-3,,,,,
7/17/2024,July,2024,Rooted,Barberry,lucida,613,2-6,N/A,leaves,2,74,none,6132-6,,,,,
7/17/2024,July,2024,Rooted,Barberry,lucida,614,3-10,N/A,leaves,4,79,none,6143-10,,,,,
7/17/2024,July,2024,Rooted,Barberry,lucida,615,2-18,N/A,leaves,2,83,none,6152-18,,,,,
7/17/2024,July,2024,Rooted,Barberry,lucida,616,1-28,N/A,leaves,2,108,none,6161-28,,,,,
7/17/2024,July,2024,Rooted,Barberry,discolor,617,1-3,N/A,leaves,3,71,none,6171-3,,,,,
7/17/2024,July,2024,Rooted,Barberry,discolor,618,2-6,N/A,leaves,2,82,none,6182-6,,,,,
7/17/2024,July,2024,Rooted,Barberry,discolor,619,2-9,N/A,leaves,4,101,none,6192-9,,,,,
7/17/2024,July,2024,Rooted,Barberry,discolor,620,2-15,N/A,leaves,2,83,none,6202-15,,,,,
7/17/2024,July,2024,Rooted,Barberry,discolor,621,3-19,N/A,leaves,3,93,none,6213-19,,,,,
10/8/2024,October,2024,Rooted,Barberry,purpurea,602,2-2,N/A,leaves,0,77,rodent,6022-2,,,,,
10/8/2024,October,2024,Rooted,Barberry,purpurea,603,3-5,N/A,leaves,0,97,rodent,6033-5,,,,,
10/8/2024,October,2024,Rooted,Barberry,purpurea,604,1-9,N/A,leaves,1,126,rodent,6041-9,,,,,
10/8/2024,October,2024,Rooted,Barberry,purpurea,605,2-17,N/A,leaves,1,118,rodent,6052-17,,,,,
10/8/2024,October,2024,Rooted,Barberry,purpurea,606,3-24,N/A,leaves,1,132,rodent,6063-24,,,,,
10/8/2024,October,2024,Rooted,Barberry,sericea,607,1-1,N/A,leaves,0,69,rodent,6071-1,,,,,
10/8/2024,October,2024,Rooted,Barberry,sericea,608,2-8,N/A,leaves,1,71,rodent,6082-8,,,,,
10/8/2024,October,2024,Rooted,Barberry,sericea,609,3-11,N/A,leaves,1,98,rodent,6093-11,,,,,
10/8/2024,October,2024,Rooted,Barberry,sericea,610,2-19,N/A,leaves,1,117,rodent,6102-19,,,,,
10/8/2024,October,2024,Rooted,Barberry,sericea,611,3-26,N/A,leaves,1,71,rodent,6113-26,,,,,
10/8/2024,October,2024,Rooted,Barberry,lucida,612,3-3,N/A,leaves,1,93,rodent,6123-3,,,,,
10/8/2024,October,2024,Rooted,Barberry,lucida,613,2-6,N/A,leaves,0,76,rodent,6132-6,,,,,
10/8/2024,October,2024,Rooted,Barberry,lucida,614,3-10,N/A,leaves,1,92,rodent,6143-10,,,,,
10/8/2024,October,2024,Rooted,Barberry,lucida,615,2-18,N/A,leaves,0,92,rodent,6152-18,,,,,
10/8/2024,October,2024,Rooted,Barberry,lucida,616,1-28,N/A,leaves,0,114,rodent,6161-28,,,,,
10/8/2024,October,2024,Rooted,Barberry,discolor,617,1-3,N/A,leaves,0,76,rodent,6171-3,,,,,
10/8/2024,October,2024,Rooted,Barberry,discolor,618,2-6,N/A,leaves,0,84,rodent,6182-6,,,,,
10/8/2024,October,2024,Rooted,Barberry,discolor,619,2-9,N/A,leaves,2,102,rodent,6192-9,,,,,
10/8/2024,October,2024,Rooted,Barberry,discolor,620,2-15,N/A,leaves,1,89,rodent,6202-15,,,,,
10/8/2024,October,2024,Rooted,Barberry,discolor,621,3-19,N/A,leaves,0,99,rodent,6213-19,,,,,
10/8/2024,October,2024,Rooted,Underhill,lucida,581,1-3,Yes,leaves,1,71,rodent ,5811-3,,,,,
10/8/2024,October,2024,Rooted,Underhill,lucida,582,2-6,No,leaves,1,71,none,5822-6,,,,,
10/8/2024,October,2024,Rooted,Underhill,lucida,583,3-12,No,leaves,1,75,none,5833-12,,,,,
10/8/2024,October,2024,Rooted,Underhill,lucida,584,1-17,No,leaves,0,49,none,5841-17,,,,,
10/8/2024,October,2024,Rooted,Underhill,lucida,585,2-25,No,leaves,3,86,rodent ,5852-25,,,,,
10/8/2024,October,2024,Rooted,Underhill,discolor,586,3-4,No,leaves,0,82,none,5863-4,,,,,
10/8/2024,October,2024,Rooted,Underhill,discolor,587,1-8,No,leaves,0,23,none,5871-8,,,,,
10/8/2024,October,2024,Rooted,Underhill,discolor,588,2-10,No,leaves,0,42,none,5882-10,,,,,
10/8/2024,October,2024,Rooted,Underhill,discolor,589,2-19,Yes,leaves,1,68,none,5892-19,,,,,
10/8/2024,October,2024,Rooted,Underhill,discolor,590,3-24,No,leaves,2,71,rodent ,5903-24,,,,,
10/8/2024,October,2024,Rooted,Underhill,purpurea,591,1-3,No,leaves,1,85,rodent ,5911-3,,,,,
10/8/2024,October,2024,Rooted,Underhill,purpurea,592,2-6,No,leaves,2,84,none,5922-6,,,,,
10/8/2024,October,2024,Rooted,Underhill,purpurea,593,1-9,Yes,leaves,2,95,rodent ,5931-9,,,,,
10/8/2024,October,2024,Rooted,Underhill,purpurea,594,3-15,No,leaves,1,116,none,5943-15,,,,,
10/8/2024,October,2024,Rooted,Underhill,purpurea,595,2-25,No,leaves,2,98,none,5952-25,,,,,
10/8/2024,October,2024,Rooted,Underhill,sericea,596,1-3,No,leaves,2,82,none,5961-3,,,,,
10/8/2024,October,2024,Rooted,Underhill,sericea,597,2-7,No,leaves,1,94,none,5972-7,,,,,
10/8/2024,October,2024,Rooted,Underhill,sericea,598,3-14,No,leaves,1,52,none,5983-14,,,,,
10/8/2024,October,2024,Rooted,Underhill,sericea,599,2-18,No,leaves,1,45,none,5992-18,,,,,
10/8/2024,October,2024,Rooted,Underhill,sericea,600,3-30,Yes,leaves,0,63,none,6003-30,,,,,
10/8/2024,October,2024,Rooted,GP1,discolor,629,1-4,N/A,leaves,1,82,none,6291-4,,,,,
10/8/2024,October,2024,Rooted,GP1,discolor,628,1-9,N/A,leaves,3,120,none,6281-9,,,,,
10/8/2024,October,2024,Rooted,GP1,discolor,627,2-20,N/A,leaves,1,65,none,6272-20,,,,,
10/8/2024,October,2024,Rooted,GP1,discolor,626,1-28,N/A,leaves,0,60,none,6261-28,,,,,
10/8/2024,October,2024,Rooted,GP1,discolor,625,2-34,N/A,leaves,2,124,none,6252-34,,,,,
10/8/2024,October,2024,Rooted,GP1,purpurea,624,1-7,N/A,leaves,0,70,rodent ,6241-7,,,,,
10/8/2024,October,2024,Rooted,GP1,purpurea,623,2-16,N/A,leaves,0,84,none,6232-16,,,,,
10/8/2024,October,2024,Rooted,GP1,purpurea,622,1-26,N/A,leaves,1,109,none,6221-26,,,,,
10/8/2024,October,2024,Rooted,GP1,purpurea,641,2-39,N/A,leaves,1,105,none,6412-39,,,,,
10/8/2024,October,2024,Rooted,GP1,purpurea,640,1-46,N/A,leaves,0,62,none,6401-46,,,,,
10/8/2024,October,2024,Rooted,GP1,lucida,639,2-3,N/A,leaves,0,84,none,6392-3,,,,,
10/8/2024,October,2024,Rooted,GP1,lucida,638,1-12,N/A,leaves,0,101,none,6381-12,,,,,
10/8/2024,October,2024,Rooted,GP1,lucida,637,2-23,N/A,leaves,1,102,none,6372-23,,,,,
10/8/2024,October,2024,Rooted,GP1,lucida,636,1-33,N/A,leaves,0,78,none,6361-33,,,,,
10/8/2024,October,2024,Rooted,GP1,lucida,635,2-39,N/A,leaves,0,69,none,6352-39,,,,,
10/8/2024,October,2024,Rooted,GP1,sericea,634,1-6,N/A,leaves,0,32,none,6341-6,,,,,
10/8/2024,October,2024,Rooted,GP1,sericea,633,2-16,N/A,leaves,0,84,none,6332-16,,,,,
10/8/2024,October,2024,Rooted,GP1,sericea,632,1-22,N/A,leaves,0,34,none,6321-22,,,,,
10/8/2024,October,2024,Rooted,GP1,sericea,631,1-28,N/A,leaves,0,67,none,6311-28,,,,,
10/8/2024,October,2024,Rooted,GP1,sericea,630,2-33,N/A,leaves,0,68,none,6302-33,,,,,
10/8/2024,October,2024,Rooted,GP2,sericea,642,1-3,No,leaves,0,70,rodent,6421-3,,,,,
10/8/2024,October,2024,Rooted,GP2,sericea,643,3-11,No,leaves,0,80,none,6433-11,,,,,
10/8/2024,October,2024,Rooted,GP2,sericea,644,2-18,No,leaves,0,97,none,6442-18,,,,,
10/8/2024,October,2024,Rooted,GP2,sericea,645,2-31,No,leaves,0,88,none,6452-31,,,,,
10/8/2024,October,2024,Rooted,GP2,sericea,646,3-36,No,leaves,0,72,none,6463-36,,,,,
10/8/2024,October,2024,Rooted,GP2,lucida,647,3-3,No,leaves,1,95,none,6473-3,,,,,
10/8/2024,October,2024,Rooted,GP2,lucida,648,2-8,No,leaves,0,78,none,6482-8,,,,,
10/8/2024,October,2024,Rooted,GP2,lucida,649,1-15,No,leaves,0,98,none,6491-15,,,,,
10/8/2024,October,2024,Rooted,GP2,lucida,650,2-30,No,leaves,0,76,none,6502-30,,,,,
10/8/2024,October,2024,Rooted,GP2,lucida,651,1-35,No,leaves,0,58,none,6511-35,,,,,
10/8/2024,October,2024,Rooted,GP2,purpurea,652,2-2,No,leaves,0,76,rodent,6522-2,,,,,
10/8/2024,October,2024,Rooted,GP2,purpurea,653,3-15,No,leaves,0,47,rodent,6533-15,,,,,
10/8/2024,October,2024,Rooted,GP2,purpurea,654,1-21,No,leaves,0,82,none,6541-21,,,,,
10/8/2024,October,2024,Rooted,GP2,purpurea,655,2-39,No,leaves,0,91,none,6552-39,,,,,
10/8/2024,October,2024,Rooted,GP2,purpurea,656,2-45,No,leaves,0,56,none,6562-45,,,,,
10/8/2024,October,2024,Rooted,GP2,discolor,657,1-6,No,leaves,2,77,none,6571-6,,,,,
10/8/2024,October,2024,Rooted,GP2,discolor,658,2-10,No,leaves,0,65,none,6582-10,,,,,
10/8/2024,October,2024,Rooted,GP2,discolor,659,3-17,No,leaves,0,75,none,6593-17,,,,,
10/8/2024,October,2024,Rooted,GP2,discolor,660,2-29,No,leaves,1,68,none,6602-29,,,,,
10/8/2024,October,2024,Rooted,GP2,discolor,661,3-38,No,leaves,0,70,none,6613-38,,,,,
10/8/2024,October,2024,Staked,Underhill,lucida,501,3-9,Yes,leaves,3,156,none,5013-9,,,,,
10/8/2024,October,2024,Staked,Underhill,lucida,502,2-19,No,leaves,0,74,rodent,5022-19,,,,,
10/8/2024,October,2024,Staked,Underhill,lucida,503,1-31,No,leaves,0,98,none,5031-31,,died,,,
10/8/2024,October,2024,Staked,Underhill,lucida,504,2-42,No,leaves,0,87,none,5042-42,,,,,
10/8/2024,October,2024,Staked,Underhill,lucida,505,1-59,No,leaves,0,66,none,5051-59,,,,,
10/8/2024,October,2024,Staked,Underhill,discolor,506,1-9,Yes,leaves,0,57,rodent,5061-9,,,,,
10/8/2024,October,2024,Staked,Underhill,discolor,507,2-13,No,leaves,0,109,rodent,5072-13,,,,,
10/8/2024,October,2024,Staked,Underhill,discolor,508,1-28,No,leaves,0,67,none,5081-28,,,,,
10/8/2024,October,2024,Staked,Underhill,discolor,509,3-30,Yes,leaves,0,119,none,5093-30,,,,,
10/8/2024,October,2024,Staked,Underhill,discolor,510,2-44,No,leaves,0,60,rodent,5102-44,,,,,
10/8/2024,October,2024,Staked,Underhill,purpurea,511,2-1,No,leaves,0,78,rodent,5112-1,,,,,
10/8/2024,October,2024,Staked,Underhill,purpurea,512,2-10,No,leaves,0,84,none,5122-10,,,,,
10/8/2024,October,2024,Staked,Underhill,purpurea,513,1-26,Yes,leaves,0,106,none,5131-26,,,,,
10/8/2024,October,2024,Staked,Underhill,purpurea,514,3-32,No,leaves,1,143,none,5143-32,,,,,
10/8/2024,October,2024,Staked,Underhill,purpurea,515,2-45,No,leaves,1,76,rodent,5152-45,,,,,
10/8/2024,October,2024,Staked,Underhill,sericea,516,2-14,No,leaves,1,77,rodent,5162-14,,,,,
10/8/2024,October,2024,Staked,Underhill,sericea,667,1-20,No,leaves,1,96,none,6671-20,,,,,
10/8/2024,October,2024,Staked,Underhill,sericea,518,2-32,No,leaves,2,110,rodent,5182-32,,,,,
10/8/2024,October,2024,Staked,Underhill,sericea,519,1-43,No,leaves,0,99,none,5191-43,,,,,
10/8/2024,October,2024,Staked,Underhill,sericea,520,3-52,Yes,leaves,0,94,none,5203-52,,,,,
10/8/2024,October,2024,Staked,Barberry,purpurea,521,2-3,No,leaves,1,91,rodent,5212-3,,,,,
10/8/2024,October,2024,Staked,Barberry,purpurea,522,1-13,No,leaves,1,127,none,5221-13,,,,,
10/8/2024,October,2024,Staked,Barberry,purpurea,523,2-18,No,leaves,0,136,none,5232-18,,,,,
10/8/2024,October,2024,Staked,Barberry,purpurea,524,2-47,No,leaves,3,109,rodent,5242-47,,,,,
10/8/2024,October,2024,Staked,Barberry,purpurea,525,3-55,Yes,leaves,2,142,none,5253-55,,,,,
10/8/2024,October,2024,Staked,Barberry,sericea,526,2-7,Yes,leaves,1,107,rodent,5262-7,,,,,
10/8/2024,October,2024,Staked,Barberry,sericea,527,3-8,Yes,leaves,2,114,none,5273-8,,,,,
10/8/2024,October,2024,Staked,Barberry,sericea,528,1-16,No,leaves,1,86,rodent,5281-16,,,,,
10/8/2024,October,2024,Staked,Barberry,sericea,529,1-23,Yes,leaves,2,93,rodent,5291-23,,,,,
10/8/2024,October,2024,Staked,Barberry,sericea,530,3-48,Yes,leaves,3,121,none,5303-48,,,,,
10/8/2024,October,2024,Staked,Barberry,lucida,531,1-12,No,leaves,1,105,rodent,5311-12,,,,,
10/8/2024,October,2024,Staked,Barberry,lucida,532,3-18,Yes,leaves,3,119,none,5323-18,,,,,
10/8/2024,October,2024,Staked,Barberry,lucida,533,2-31,Yes,leaves,4,96,rodent,5332-31,,,,,
10/8/2024,October,2024,Staked,Barberry,lucida,491,3-47,Yes,leaves,1,48,none,4913-47,,,,,
10/8/2024,October,2024,Staked,Barberry,lucida,535,2-58,No,leaves,1,80,rodent,5352-58,,,,,
10/8/2024,October,2024,Staked,Barberry,discolor,536,2-3,Yes,leaves,2,87,rodent,5362-3,,,,,
10/8/2024,October,2024,Staked,Barberry,discolor,537,1-20,Yes,leaves,1,68,rodent,5371-20,,,,,
10/8/2024,October,2024,Staked,Barberry,discolor,538,2-27,Yes,leaves,3,70,rodent,5382-27,,,,,
10/8/2024,October,2024,Staked,Barberry,discolor,539,3-47,Yes,leaves,1,91,none,5393-47,,,,,
10/8/2024,October,2024,Staked,Barberry,discolor,540,3-61,Yes,leaves,1,98,none,5403-61,,,,,
 10/8/2024,October,2024,Staked,GP1,discolor,541,3-2,Yes,leaves,1,116,rodent,5413-2,,,,,
 10/8/2024,October,2024,Staked,GP1,discolor,542,3-12,Yes,leaves,0,87,none,5423-12,,,,,
 10/8/2024,October,2024,Staked,GP1,discolor,543,2-28,No,leaves,0,89,rodent,5432-28,,,,,
 10/8/2024,October,2024,Staked,GP1,discolor,544,1-38,No,leaves,0,68,rodent,5441-38,,,,,
 10/8/2024,October,2024,Staked,GP1,discolor,545,2-49,No,leaves,0,65,rodent,5452-49,,,,,
